Depth (ft)	Density (g/cc)
4903.5	2.6274
4904	2.6424
4904.5	2.641
4905	2.6597
4905.5	2.6644
4906	2.6484
4906.5	2.6299
4907	2.6554
4907.5	2.6363
4908	2.7351
4908.5	2.7231
4909	2.6593
4909.5	2.6694
4910	2.6691
4910.5	2.6595
4911	2.651
4911.5	2.6634
4912	2.6657
4912.5	2.6533
4913	2.6688
4913.5	2.6688
4914	2.6481
4914.5	2.6297
4915	2.6357
4915.5	2.6504
4916	2.6588
4916.5	2.6648
4917	2.6695
4917.5	2.741
4918	2.5623
4918.5	2.723
4919	2.6954
4919.5	2.648
4920	2.6428
4920.5	2.6617
4921	2.6595
4921.5	2.6308
4922	2.6297
4922.5	2.6485
4923	2.675
4923.5	2.6148
4924	2.6291
4924.5	2.7019
4925	2.6249
4925.5	2.612
4926	2.6384
4926.5	2.6365
4927	2.6446
4927.5	2.6372
4928	2.6595
4928.5	2.6707
4929	2.6634
4929.5	2.6741
4930	2.6656
4930.5	2.6554
4931	2.6522
4931.5	2.6276
4932	2.6253
4932.5	2.6029
4933	2.607
4933.5	2.6418
4934	2.6375
4934.5	2.6516
4935	2.6081
4935.5	2.6194
4936	2.6139
4936.5	2.6624
4937	2.7152
4937.5	2.6194
4938	2.6292
4938.5	2.5977
4939	2.6294
4939.5	2.6508
4940	2.6452
4940.5	2.6138
4941	2.4783
4941.5	1.913
4942	2.2327
4942.5	2.2292
4943	2.5237
4943.5	2.7012
4944	2.9868
4944.5	2.7297
4945	2.2231
4945.5	2.0953
4946	2.0422
4946.5	1.8997
4947	1.9704
4947.5	1.9123
4948	2.2558
4948.5	2.7459
4949	2.5124
4949.5	2.1896
4950	2.4724
4950.5	2.5621
4951	2.5754
4951.5	2.7051
4952	2.6882
4952.5	2.5909
4953	2.0346
4953.5	1.9191
4954	1.8637
4954.5	2.3861
4955	2.4444
4955.5	2.4521
4956	2.3464
4956.5	1.5706
4957	2.359
4957.5	1.6319
4958	1.7548
4958.5	1.9095
4959	2.0316
4959.5	1.9048
4960	2.0311
4960.5	2.26
4961	2.7292
4961.5	2.9259
4962	2.6555
4962.5	2.5291
4963	2.5865
4963.5	2.5238
4964	2.7457
4964.5	2.6985
4965	2.455
4965.5	2.3621
4966	2.397
4966.5	2.6559
4967	2.6869
4967.5	2.6111
4968	2.3142
4968.5	2.6377
4969	2.6337
4969.5	2.1642
4970	2.2646
4970.5	2.3534
4971	2.1869
4971.5	2.3113
4972	2.0678
4972.5	2.1251
4973	2.6105
4973.5	2.3185
4974	2.4799
4974.5	2.5849
4975	2.5386
4975.5	2.6116
4976	2.6156
4976.5	2.6323
4977	2.6145
4977.5	2.6011
4978	2.6085
4978.5	2.634
4979	2.6565
4979.5	2.5795
4980	2.6463
4980.5	2.4275
4981	2.6689
4981.5	2.6875
4982	2.4986
4982.5	2.5404
4983	2.6862
4983.5	2.6475
4984	2.6238
4984.5	2.6089
4985	2.6085
4985.5	2.6118
4986	2.6608
4986.5	2.6549
4987	2.4549
4987.5	2.6484
4988	2.4975
4988.5	2.5559
4989	2.6828
4989.5	2.6514
4990	2.6589
4990.5	2.6402
4991	2.6456
4991.5	2.6696
4992	2.621
4992.5	2.4178
4993	1.5447
4993.5	1.8163
4994	2.3736
4994.5	2.8477
4995	2.7475
4995.5	2.6448
4996	2.6505
4996.5	2.6679
4997	2.5941
4997.5	2.5033
4998	1.9113
4998.5	1.9588
4999	2.0048
4999.5	2.1318
5000	2.4061
5000.5	2.3836
5001	2.2382
5001.5	2.0972
5002	2.52
5002.5	2.6518
5003	2.5788
5003.5	2.5231
5004	2.504
5004.5	2.499
5005	2.4691
5005.5	2.4888
5006	2.4854
5006.5	2.4962
5007	2.506
5007.5	2.5017
5008	2.5452
5008.5	2.3848
5009	2.1616
5009.5	2.3299
5010	2.4998
5010.5	2.5971
5011	2.0762
5011.5	2.3733
5012	2.4484
5012.5	2.4394
5013	2.4505
5013.5	2.4644
5014	2.4451
5014.5	2.4547
5015	2.4683
5015.5	2.4695
5016	2.56
5016.5	2.4974
5017	2.5014
5017.5	2.4899
5018	2.4831
5018.5	2.5115
5019	2.5072
5019.5	2.5035
5020	2.4951
5020.5	2.4818
5021	2.5105
5021.5	2.4874
5022	2.4713
5022.5	2.4853
5023	2.4925
5023.5	2.496
5024	2.4907
5024.5	2.5107
5025	2.4886
5025.5	2.4886
5026	2.4766
5026.5	2.5013
5027	2.5251
5027.5	2.5234
5028	2.5405
5028.5	2.5278
5029	2.5166
5029.5	2.373
5030	2.5294
5030.5	2.53
5031	2.5416
5031.5	2.396
5032	2.399
5032.5	2.6822
5033	2.5774
5033.5	2.5143
5034	2.4926
5034.5	2.5066
5035	2.5241
5035.5	2.5104
5036	2.5416
5036.5	2.5496
5037	2.5176
5037.5	2.5245
5038	2.553
5038.5	2.5693
5039	2.5962
5039.5	2.5932
5040	2.5675
5040.5	2.5991
5041	2.5865
5041.5	2.6112
5042	2.5473
5042.5	2.5816
5043	2.5952
5043.5	2.5086
5044	2.5408
5044.5	2.5223
5045	2.516
5045.5	2.5243
5046	2.5499
5046.5	2.5371
5047	2.5268
5047.5	2.5726
5048	2.5611
5048.5	2.5613
5049	2.5395
5049.5	2.5399
5050	2.5736
5050.5	2.5977
5051	2.5755
5051.5	2.5346
5052	2.583
5052.5	2.5997
5053	2.589
5053.5	2.5601
5054	2.5944
5054.5	2.6329
5055	2.5616
5055.5	2.5163
5056	2.6277
5056.5	2.5791
5057	2.6321
5057.5	2.6176
5058	2.5124
5058.5	2.5666
5059	2.6363
5059.5	2.6
5060	2.5737
5060.5	2.5753
5061	2.5893
5061.5	2.5159
5062	2.7166
5062.5	2.7275
5063	2.5647
5063.5	2.5903
5064	2.5447
5064.5	2.6367
5065	2.5987
5065.5	2.5426
5066	2.5862
5066.5	2.5858
5067	2.6215
5067.5	2.6329
5068	2.544
5068.5	2.4189
5069	2.5587
5069.5	2.5814
5070	2.4714
5070.5	2.4684
5071	2.5606
5071.5	2.5806
5072	2.5376
5072.5	2.5657
5073	2.7169
5073.5	2.7124
5074	2.7366
5074.5	2.6271
5075	2.5939
5075.5	2.5454
5076	2.5363
5076.5	2.5209
5077	2.6032
5077.5	2.5856
5078	2.6268
5078.5	2.5944
5079	2.566
5079.5	2.5941
5080	2.5785
5080.5	2.5736
5081	2.6225
5081.5	2.6031
5082	2.6016
5082.5	2.5797
5083	2.577
5083.5	2.5886
5084	2.5855
5084.5	2.5805
5085	2.5637
5085.5	2.5546
5086	2.5657
5086.5	2.5803
5087	2.6001
5087.5	2.5744
5088	2.5056
5088.5	2.5564
5089	2.5427
5089.5	2.5496
5090	2.5859
5090.5	2.5674
5091	2.5702
5091.5	2.5654
5092	2.5383
5092.5	2.4983
5093	2.5472
5093.5	2.5488
5094	2.5072
5094.5	2.6036
5095	2.5655
5095.5	2.533
5096	2.5196
5096.5	2.5382
5097	2.5181
5097.5	2.5474
5098	2.5745
5098.5	2.5471
5099	2.5876
5099.5	2.5416
5100	2.5436
5100.5	2.5516
5101	2.5393
5101.5	2.5505
5102	2.562
5102.5	2.4904
5103	2.553
5103.5	2.5659
5104	2.5455
5104.5	2.5489
5105	2.5456
5105.5	2.53
5106	2.509
5106.5	2.5086
5107	2.5194
5107.5	2.541
5108	2.5432
5108.5	2.5749
5109	2.5702
5109.5	2.5729
5110	2.5343
5110.5	2.6259
5111	2.5889
5111.5	2.563
5112	2.5439
5112.5	2.5717
5113	2.5809
5113.5	2.5848
5114	2.5605
5114.5	2.6077
5115	2.5856
5115.5	2.5821
5116	2.5549
5116.5	2.5999
5117	2.5897
5117.5	2.558
5118	2.5697
5118.5	2.6244
5119	2.5829
5119.5	2.5775
5120	2.4749
5120.5	2.5919
5121	2.5165
5121.5	2.535
5122	2.571
5122.5	2.6213
5123	2.5221
5123.5	2.4899
5124	2.5551
5124.5	2.5047
5125	2.5009
5125.5	2.5025
5126	2.5381
5126.5	2.5155
5127	2.4734
5127.5	2.4578
5128	2.5603
5128.5	2.5394
5129	2.5548
5129.5	2.5421
5130	2.5231
5130.5	2.6116
5131	2.4132
5131.5	2.5205
5132	2.5828
5132.5	2.5546
5133	2.5399
5133.5	2.5271
5134	2.5798
5134.5	2.5497
5135	2.5892
5135.5	2.5901
5136	2.5102
5136.5	2.5382
5137	2.5066
5137.5	2.4827
5138	2.5717
5138.5	2.5277
5139	2.627
5139.5	2.6206
5140	2.5889
5140.5	2.5825
5141	2.5808
5141.5	2.5589
5142	2.5812
5142.5	2.6179
5143	2.5879
5143.5	2.5464
5144	2.5864
5144.5	2.5514
5145	2.5443
5145.5	2.553
5146	2.5292
5146.5	2.531
5147	2.6513
5147.5	2.7048
5148	2.636
5148.5	2.6151
5149	2.5779
5149.5	2.5546
5150	2.5579
5150.5	2.5875
5151	2.6669
5151.5	2.7151
5152	2.706
5152.5	2.6447
5153	2.6148
5153.5	2.5875
5154	2.5951
5154.5	2.5902
5155	2.6041
5155.5	2.6386
5156	2.6094
5156.5	2.6651
5157	2.6062
5157.5	2.5573
5158	2.5486
5158.5	2.5536
5159	2.5457
5159.5	2.5404
5160	2.5969
5160.5	2.7472
5161	2.6879
5161.5	2.6363
5162	2.6322
5162.5	2.609
5163	2.7408
5163.5	2.5913
5164	2.7339
5164.5	2.7363
5165	2.7862
5165.5	2.7409
5166	2.721
5166.5	2.7204
5167	2.7264
5167.5	2.7233
5168	2.7221
5168.5	2.7153
5169	2.7395
5169.5	2.7152
5170	2.7017
5170.5	2.719
5171	2.741
5171.5	2.7449
5172	2.7414
5172.5	2.7439
5173	2.7296
5173.5	2.7105
5174	2.7048
5174.5	2.7131
5175	2.7286
5175.5	2.7236
5176	2.7421
5176.5	2.7266
5177	2.7258
5177.5	2.7394
5178	2.7424
5178.5	2.7238
5179	2.7284
5179.5	2.7459
5180	2.7601
5180.5	2.7495
5181	2.734
5181.5	2.717
5182	2.7143
5182.5	2.7242
5183	2.7548
5183.5	2.7286
5184	2.7325
5184.5	2.6976
5185	2.6745
5185.5	2.6493
5186	2.6679
5186.5	2.6613
5187	2.6766
5187.5	2.6891
5188	2.6378
5188.5	2.6637
5189	2.6944
5189.5	2.6812
5190	2.6454
5190.5	2.6689
5191	2.7322
5191.5	2.6751
5192	2.6422
5192.5	2.6506
5193	2.6365
5193.5	2.6758
5194	2.6691
5194.5	2.6315
5195	2.6414
5195.5	2.6821
5196	2.6815
5196.5	2.679
5197	2.6435
5197.5	2.6407
5198	2.6388
5198.5	2.6285
5199	2.6454
5199.5	2.635
5200	2.6255
5200.5	2.6562
5201	2.6559
5201.5	2.6362
5202	2.6319
5202.5	2.653
5203	2.6554
5203.5	2.6452
5204	2.6342
5204.5	2.6214
5205	2.6229
5205.5	2.6595
5206	2.6509
5206.5	2.6351
5207	2.6183
5207.5	2.632
5208	2.6141
5208.5	2.5969
5209	2.6174
5209.5	2.6139
5210	2.6222
5210.5	2.635
5211	2.6512
5211.5	2.6786
5212	2.7395
5212.5	2.6481
5213	2.6511
5213.5	2.6463
5214	2.6434
5214.5	2.6994
5215	2.7617
5215.5	2.7368
5216	2.7535
5216.5	2.7338
5217	2.7184
5217.5	2.7375
5218	2.7341
5218.5	2.7489
5219	2.6729
5219.5	2.5795
5220	2.537
5220.5	2.5005
5221	2.6573
5221.5	2.6453
5222	2.5889
5222.5	2.5641
5223	2.6063
5223.5	2.6642
5224	2.6938
5224.5	2.7223
5225	2.735
5225.5	2.7129
5226	2.6265
5226.5	2.6345
5227	2.6313
5227.5	2.6562
5228	2.6145
5228.5	2.6444
5229	2.6767
5229.5	2.7292
5230	2.7152
5230.5	2.6512
5231	2.6437
5231.5	2.6436
5232	2.6534
5232.5	2.6471
5233	2.6402
5233.5	2.644
5234	2.642
5234.5	2.6397
5235	2.6105
5235.5	2.6299
5236	2.6168
5236.5	2.644
5237	2.6666
5237.5	2.6385
5238	2.6218
5238.5	2.6247
5239	2.624
5239.5	2.6243
5240	2.6033
5240.5	2.6085
5241	2.6307
5241.5	2.63
5242	2.6272
5242.5	2.636
5243	2.6324
5243.5	2.6072
5244	2.6096
5244.5	2.6125
5245	2.6015
5245.5	2.606
5246	2.5999
5246.5	2.586
5247	2.6152
5247.5	2.6063
5248	2.6243
5248.5	2.6231
5249	2.6248
5249.5	2.6252
5250	2.6135
5250.5	2.5827
5251	2.6027
5251.5	2.6186
5252	2.6205
5252.5	2.6082
5253	2.6279
5253.5	2.6166
5254	2.611
5254.5	2.5976
5255	2.5955
5255.5	2.5886
5256	2.6177
5256.5	2.5901
5257	2.5721
5257.5	2.6009
5258	2.5923
5258.5	2.595
5259	2.6188
5259.5	2.6054
5260	2.6103
5260.5	2.6312
5261	2.6642
5261.5	2.7234
5262	2.7262
5262.5	2.6461
5263	2.6378
5263.5	2.6496
5264	2.6681
5264.5	2.6522
5265	2.633
5265.5	2.6216
5266	2.6225
5266.5	2.6346
5267	2.6328
5267.5	2.64
5268	2.5804
5268.5	2.63
5269	2.6242
5269.5	2.7265
5270	2.6731
5270.5	2.6242
5271	2.6329
5271.5	2.6321
5272	2.6341
5272.5	2.6297
5273	2.6387
5273.5	2.7273
5274	2.7003
5274.5	2.6115
5275	2.6089
5275.5	2.6035
5276	2.6064
5276.5	2.582
5277	2.5867
5277.5	2.5837
5278	2.5959
5278.5	2.6406
5279	2.6484
5279.5	2.6118
5280	2.6261
5280.5	2.5844
5281	2.5951
5281.5	2.5974
5282	2.5777
5282.5	2.5606
5283	2.6412
5283.5	2.702
5284	2.6857
5284.5	2.6276
5285	2.645
5285.5	2.6511
5286	2.6369
5286.5	2.6721
5287	2.6752
5287.5	2.6218
5288	2.6265
5288.5	2.6294
5289	2.6894
5289.5	2.6452
5290	2.622
5290.5	2.5893
5291	2.61
5291.5	2.6102
5292	2.6294
5292.5	2.6412
5293	2.6276
5293.5	2.6132
5294	2.6158
5294.5	2.6295
5295	2.6071
5295.5	2.6043
5296	2.616
5296.5	2.6166
5297	2.6409
5297.5	2.6427
5298	2.7035
5298.5	2.7192
5299	2.7355
5299.5	2.6968
5300	2.6105
5300.5	2.5395
5301	2.5499
5301.5	2.5633
5302	2.5932
5302.5	2.6375
5303	2.6259
5303.5	2.6278
5304	2.5507
5304.5	2.5442
5305	2.6996
5305.5	2.7117
5306	2.697
5306.5	2.669
5307	2.6328
5307.5	2.6381
5308	2.646
5308.5	2.6611
5309	2.6427
5309.5	2.6851
5310	2.6353
5310.5	2.6346
5311	2.7379
5311.5	2.71
5312	2.6718
5312.5	2.6764
5313	2.7246
5313.5	2.7225
5314	2.7185
5314.5	2.7175
5315	2.7275
5315.5	2.7367
5316	2.7187
5316.5	2.7004
5317	2.7197
5317.5	2.7255
5318	2.6384
5318.5	2.6214
5319	2.6532
5319.5	2.6644
5320	2.6722
5320.5	2.6787
5321	2.627
5321.5	2.6329
5322	2.6139
5322.5	2.628
5323	2.6453
5323.5	2.7045
5324	2.6844
5324.5	2.6669
5325	2.6909
5325.5	2.7315
5326	2.6909
5326.5	2.6607
5327	2.5024
5327.5	2.7251
5328	2.7436
5328.5	2.7386
5329	2.7285
5329.5	2.7322
5330	2.7401
5330.5	2.7331
5331	2.7252
5331.5	2.7106
5332	2.7138
5332.5	2.7106
5333	2.7641
5333.5	2.7334
5334	2.7192
5334.5	2.7137
5335	2.7292
5335.5	2.7335
5336	2.7225
5336.5	2.7269
5337	2.7341
5337.5	2.7402
5338	2.7408
5338.5	2.7422
5339	2.7361
5339.5	2.7283
5340	2.7225
5340.5	2.7089
5341	2.6981
5341.5	2.7158
5342	2.7444
5342.5	2.7359
5343	2.5915
5343.5	2.2883
5344	2.6057
5344.5	2.6971
5345	2.7054
5345.5	2.7164
5346	2.724
5346.5	2.7213
5347	2.6728
5347.5	2.6951
5348	2.7112
5348.5	2.71
5349	2.6949
5349.5	2.6881
5350	2.7361
5350.5	2.709
5351	2.7114
5351.5	2.7119
5352	2.7023
5352.5	2.6935
5353	2.6885
5353.5	2.711
5354	2.7219
5354.5	2.7186
5355	2.7238
5355.5	2.7058
5356	2.6849
5356.5	2.6935
5357	2.7224
5357.5	2.6668
5358	2.7103
5358.5	2.6794
5359	2.6624
5359.5	2.689
5360	2.6664
5360.5	2.7124
5361	2.6845
5361.5	2.6867
5362	2.7103
5362.5	2.728
5363	2.7089
5363.5	2.7069
5364	2.6833
5364.5	2.68
5365	2.6999
5365.5	2.6945
5366	2.7073
5366.5	2.7033
5367	2.7376
5367.5	2.7073
5368	2.7021
5368.5	2.7313
5369	2.732
5369.5	2.7229
5370	2.7191
5370.5	2.6993
5371	2.6574
5371.5	2.6489
5372	2.6417
5372.5	2.6708
5373	2.6889
5373.5	2.6876
5374	2.726
5374.5	2.7535
5375	2.6926
5375.5	2.6118
5376	2.5845
5376.5	2.5755
5377	2.5565
5377.5	2.5946
5378	2.5995
5378.5	2.5916
5379	2.5905
5379.5	2.5912
5380	2.6084
5380.5	2.609
5381	2.6074
5381.5	2.591
5382	2.5838
5382.5	2.6009
5383	2.5773
5383.5	2.56
5384	2.5421
5384.5	2.5802
5385	2.5748
5385.5	2.5235
5386	2.4793
5386.5	2.5534
5387	2.5906
5387.5	2.5422
5388	2.5186
5388.5	2.5182
5389	2.5216
5389.5	2.5594
5390	2.5364
5390.5	2.5089
5391	2.5306
5391.5	2.5489
5392	2.5275
5392.5	2.5243
5393	2.5838
5393.5	2.5474
5394	2.5267
5394.5	2.599
5395	2.6002
5395.5	2.6112
5396	2.5904
5396.5	2.5884
5397	2.5967
5397.5	2.6261
5398	2.6119
5398.5	2.5993
5399	2.606
5399.5	2.6042
5400	2.61
5400.5	2.603
5401	2.6121
5401.5	2.619
5402	2.612
5402.5	2.6123
5403	2.6046
5403.5	2.608
5404	2.6
5404.5	2.5904
5405	2.5755
5405.5	2.5991
5406	2.5922
5406.5	2.5862
5407	2.5968
5407.5	2.5474
5408	2.5922
5408.5	2.5767
5409	2.5596
5409.5	2.6022
5410	2.5975
5410.5	2.5942
5411	2.5703
5411.5	2.5803
5412	2.5682
5412.5	2.5531
5413	2.5794
5413.5	2.5901
5414	2.5519
5414.5	2.5308
5415	2.552
5415.5	2.5139
5416	2.535
5416.5	2.5697
5417	2.5926
5417.5	2.5793
5418	2.5438
5418.5	2.5391
5419	2.5284
5419.5	2.5642
5420	2.7033
5420.5	2.803
5421	2.7888
5421.5	2.6818
5422	2.5849
5422.5	2.6753
5423	2.7267
5423.5	2.7445
5424	2.6963
5424.5	2.6595
5425	2.6564
5425.5	2.458
5426	2.6121
5426.5	2.7436
5427	2.748
5427.5	2.7272
5428	2.6641
5428.5	2.6545
5429	2.6687
5429.5	2.6508
5430	2.6542
5430.5	2.6486
5431	2.6422
5431.5	2.6131
5432	2.5952
5432.5	2.6252
5433	2.6518
5433.5	2.626
5434	2.6472
5434.5	2.6314
5435	2.6238
5435.5	2.6361
5436	2.6419
5436.5	2.6594
5437	2.6301
5437.5	2.6338
5438	2.6168
5438.5	2.5993
5439	2.5471
5439.5	2.62
5440	2.6205
5440.5	2.5912
5441	2.6007
5441.5	2.5831
5442	2.627
5442.5	2.5748
5443	2.6244
5443.5	2.5509
5444	2.5964
5444.5	2.6352
5445	2.568
5445.5	2.5461
5446	2.5677
5446.5	2.5345
5447	2.5483
5447.5	2.6398
5448	2.6299
5448.5	2.5648
5449	2.5881
5449.5	2.5693
5450	2.5702
5450.5	2.61
5451	2.5482
5451.5	2.4963
5452	2.5738
5452.5	2.5903
5453	2.6094
5453.5	2.5237
5454	2.5782
5454.5	2.5992
5455	2.5391
5455.5	2.5418
5456	2.4177
5456.5	2.6431
5457	2.5929
5457.5	2.5422
5458	2.5699
5458.5	2.5894
5459	2.4385
5459.5	2.4925
5460	2.5375
5460.5	2.5508
5461	2.5912
5461.5	2.7351
5462	2.7028
5462.5	2.6878
5463	2.6879
5463.5	2.6918
5464	2.722
5464.5	2.729
5465	2.7401
5465.5	2.7323
5466	2.7158
5466.5	2.7228
5467	2.706
5467.5	2.7237
5468	2.7338
5468.5	2.7253
5469	2.7155
5469.5	2.7183
5470	2.7137
5470.5	2.6917
5471	2.702
5471.5	2.6848
5472	2.7046
5472.5	2.7126
5473	2.6661
5473.5	2.6657
5474	2.6866
5474.5	2.6649
5475	2.7045
5475.5	2.7155
5476	2.6667
5476.5	2.6412
5477	2.6621
5477.5	2.6542
5478	2.653
5478.5	2.6767
5479	2.6798
5479.5	2.6737
5480	2.6459
5480.5	2.6305
5481	2.621
5481.5	2.6123
5482	2.6232
5482.5	2.6336
5483	2.6242
5483.5	2.666
5484	2.6722
5484.5	2.6802
5485	2.6266
5485.5	2.6132
5486	2.6386
5486.5	2.6051
5487	2.6153
5487.5	2.6549
5488	2.6595
5488.5	2.6368
5489	2.6327
5489.5	2.6445
5490	2.6379
5490.5	2.6291
5491	2.6337
5491.5	2.6318
5492	2.6256
5492.5	2.6034
5493	2.6411
5493.5	2.6413
5494	2.6725
5494.5	2.6467
5495	2.6113
5495.5	2.5629
5496	2.5957
5496.5	2.5902
5497	2.5872
5497.5	2.5904
5498	2.5878
5498.5	2.5966
5499	2.6041
5499.5	2.6176
5500	2.594
5500.5	2.6091
5501	2.6084
5501.5	2.6118
5502	2.6353
5502.5	2.6263
5503	2.3405
5503.5	2.4191
5504	2.3777
5504.5	2.2787
5505	2.324
5505.5	2.3553
5506	2.4953
5506.5	2.5106
5507	2.3908
5507.5	2.3483
5508	2.4313
5508.5	2.4854
5509	2.4996
5509.5	2.5604
5510	2.5317
5510.5	2.6527
5511	2.2925
5511.5	2.5603
5512	2.6261
5512.5	2.6141
5513	2.6369
5513.5	2.6488
5514	2.6955
5514.5	2.7489
5515	2.7178
5515.5	2.6863
5516	2.7301
5516.5	2.708
5517	2.6835
5517.5	2.5052
5518	2.5953
5518.5	2.6605
5519	2.6465
5519.5	2.6821
5520	2.6433
5520.5	2.6068
5521	2.5646
5521.5	2.6385
5522	2.5645
5522.5	2.5067
5523	2.5955
5523.5	2.72
5524	2.6976
5524.5	2.6655
5525	2.6519
5525.5	2.6215
5526	2.6156
5526.5	2.667
5527	2.7041
5527.5	2.7288
5528	2.6832
5528.5	2.7005
5529	2.6926
5529.5	2.6749
5530	2.6524
5530.5	2.585
5531	2.5593
5531.5	2.5491
5532	2.5581
5532.5	2.5962
5533	2.5988
5533.5	2.6347
5534	2.6765
5534.5	2.6418
5535	2.6846
5535.5	2.7022
5536	2.6852
5536.5	2.6656
5537	2.6603
5537.5	2.6415
5538	2.6374
5538.5	2.6171
5539	2.5852
5539.5	2.6989
5540	2.7092
5540.5	2.6422
5541	2.645
5541.5	2.6376
5542	2.6359
5542.5	2.6078
5543	2.6385
5543.5	2.6694
5544	2.6268
5544.5	2.6355
5545	2.6535
5545.5	2.6163
5546	2.6368
5546.5	2.6008
5547	2.6135
5547.5	2.5922
5548	2.6249
5548.5	2.6046
5549	2.599
5549.5	2.5653
5550	2.6114
5550.5	2.6372
5551	2.6334
5551.5	2.6208
5552	2.5877
5552.5	2.5951
5553	2.6267
5553.5	2.5747
5554	2.5802
5554.5	2.5854
5555	2.6122
5555.5	2.6618
5556	2.5954
5556.5	2.5934
5557	2.3247
5557.5	2.4631
5558	2.6355
5558.5	2.6556
5559	2.6269
5559.5	2.6348
5560	2.5735
5560.5	2.6351
5561	2.6586
5561.5	2.6047
5562	2.5821
5562.5	2.5983
5563	2.6269
5563.5	2.6353
5564	2.6202
5564.5	2.5876
5565	2.616
5565.5	2.6117
5566	2.6035
5566.5	2.6331
5567	2.6315
5567.5	2.636
5568	2.6289
5568.5	2.6182
5569	2.6157
5569.5	2.638
5570	2.6363
5570.5	2.6444
5571	2.647
5571.5	2.6356
5572	2.632
5572.5	2.6314
5573	2.6426
5573.5	2.6599
5574	2.6648
5574.5	2.7002
5575	2.6828
5575.5	2.6388
5576	2.5792
5576.5	2.6006
5577	2.5971
5577.5	2.5876
5578	2.5947
5578.5	2.5823
5579	2.5908
5579.5	2.5917
5580	2.6129
5580.5	2.6206
5581	2.575
5581.5	2.5572
5582	2.5729
5582.5	2.6301
5583	2.594
5583.5	2.5906
5584	2.588
5584.5	2.5766
5585	2.5734
5585.5	2.5836
5586	2.6219
5586.5	2.6701
5587	2.6263
5587.5	2.6003
5588	2.5393
5588.5	2.5351
5589	2.5321
5589.5	2.5832
5590	2.6365
5590.5	2.6867
5591	2.6734
5591.5	2.6689
5592	2.6759
5592.5	2.6878
5593	2.616
5593.5	2.5441
5594	2.5207
5594.5	2.5373
5595	2.5905
5595.5	2.5554
5596	2.5815
5596.5	2.6009
5597	2.5611
5597.5	2.595
5598	2.5806
5598.5	2.5849
5599	2.5937
5599.5	2.5985
5600	2.6412
5600.5	2.612
5601	2.5469
5601.5	2.5391
5602	2.5652
5602.5	2.6028
5603	2.6053
5603.5	2.5281
5604	2.5402
5604.5	2.5494
5605	2.6188
5605.5	2.5591
5606	2.6
5606.5	2.5705
5607	2.5531
5607.5	2.5561
5608	2.569
5608.5	2.5647
5609	2.567
5609.5	2.5899
5610	2.5609
5610.5	2.5739
5611	2.5768
5611.5	2.6454
5612	2.6822
5612.5	2.6733
5613	2.6585
5613.5	2.6365
5614	2.5908
5614.5	2.5946
5615	2.5572
5615.5	2.5491
5616	2.5779
5616.5	2.6136
5617	2.6462
5617.5	2.6443
5618	2.6192
5618.5	2.5598
5619	2.5514
5619.5	2.5481
5620	2.5465
5620.5	2.511
5621	2.5408
5621.5	2.5437
5622	2.559
5622.5	2.5898
5623	2.5794
5623.5	2.5767
5624	2.5493
5624.5	2.5466
5625	2.5616
5625.5	2.5673
5626	2.5586
5626.5	2.5662
5627	2.5845
5627.5	2.6362
5628	2.6508
5628.5	2.5893
5629	2.585
5629.5	2.6521
5630	2.6564
5630.5	2.66
5631	2.6432
5631.5	2.5694
5632	2.5313
5632.5	2.6191
5633	2.5889
5633.5	2.5592
5634	2.5207
5634.5	2.6224
5635	2.583
5635.5	2.438
5636	2.5524
5636.5	2.5448
5637	2.5369
5637.5	2.5342
5638	2.5048
5638.5	2.5547
5639	2.5625
5639.5	2.6664
5640	2.6467
5640.5	2.6605
5641	2.7545
5641.5	2.8519
5642	2.7086
5642.5	2.6849
5643	2.668
5643.5	2.6963
5644	2.7172
5644.5	2.5658
5645	2.634
5645.5	2.6505
5646	2.7095
5646.5	2.746
5647	2.6983
5647.5	2.6449
5648	2.6072
5648.5	2.4692
5649	2.4505
5649.5	2.4732
5650	2.4631
5650.5	2.4807
5651	2.4885
5651.5	2.4741
5652	2.4763
5652.5	2.4916
5653	2.4595
5653.5	2.509
5654	2.4932
5654.5	2.501
5655	2.4746
5655.5	2.4882
5656	2.4911
5656.5	2.5553
5657	2.4832
5657.5	2.5177
5658	2.552
5658.5	2.5228
5659	2.4546
5659.5	2.4956
5660	2.4942
5660.5	2.4928
5661	2.5185
5661.5	2.5876
5662	2.641
5662.5	2.6073
5663	2.6046
5663.5	2.5883
5664	2.5919
5664.5	2.4891
5665	2.4852
5665.5	2.5981
5666	2.4493
5666.5	2.5028
5667	2.4984
5667.5	2.7327
5668	2.6542
5668.5	2.623
5669	2.6073
5669.5	2.6987
5670	2.5147
5670.5	2.6596
5671	2.7126
5671.5	2.7102
5672	2.6185
5672.5	2.5531
5673	2.5241
5673.5	2.542
5674	2.5514
5674.5	2.5177
5675	2.5208
5675.5	2.5089
5676	2.4958
5676.5	2.4746
5677	2.494
5677.5	2.4809
5678	2.5079
5678.5	2.5233
5679	2.559
5679.5	2.5571
5680	2.5595
5680.5	2.7137
5681	2.7789
5681.5	2.7221
5682	2.6357
5682.5	2.5826
5683	2.6457
5683.5	2.5669
5684	2.5842
5684.5	2.5672
5685	2.5335
5685.5	2.7981
5686	2.6388
5686.5	2.3886
5687	2.4516
5687.5	2.462
5688	2.4615
5688.5	2.4674
